Terrorist_Organization,Min_Year,Max_Year,Min_Month,Max_Month,Min_Day,Max_Day,Number_Of_Attacks,Number_Of_Deaths
Greater Damascus Operations Room,2014,2014,8,8,3,3,1,1
Mabanese Defence Forces,2014,2014,8,8,4,5,3,6
Knights of Janzour,2014,2014,8,8,17,17,1,0
Orfei Harsha'am,2014,2014,8,8,18,18,1,4
Abu Obaida bin Jarrah Brigade,2014,2014,8,11,19,26,2,0
Jaish-e-Khorasan (JeK),2014,2014,8,9,12,21,2,2
Unified Communist Party of Nepal (Maoist),2014,2017,5,8,14,25,2,1
German Resistance Movement,2014,2014,8,9,25,29,2,0
Halqa-e-Mehsud,2014,2016,1,11,2,29,21,70
Jamaat-ul-Ahrar,2014,2015,1,12,4,30,17,31
Random Anarchists,2014,2014,8,8,28,28,1,0
Proletarian Solidarity,2014,2014,8,8,30,30,1,0
Al-Jihad (Pakistan),2014,2014,9,9,2,2,1,0
Shura Council of Benghazi Revolutionaries,2014,2018,1,12,1,31,19,99
Jund al-Khilafa,2014,2014,9,9,21,21,1,1
Nduma Defense of Congo (NDC),2014,2018,7,9,16,28,6,1
Jharkhand Prastuti Committee (JPC),2014,2017,4,10,10,31,4,2
Manipur Nationalist Revolutionary Party (MNRP),2014,2014,9,9,17,17,1,2
The Irish Volunteers,2014,2014,9,9,26,26,1,0
Economic Freedom Fighters,2014,2014,10,10,3,3,7,0
Cossack Separatists,2014,2016,2,10,5,15,8,3
Army of the Tribes,2014,2015,10,10,8,27,2,24
Al-Zintan Revolutionaries' Military Council,2014,2014,10,10,11,11,1,21
Yazidi extremists,2014,2014,10,10,11,11,1,0
Donskoy Army,2014,2014,10,10,14,14,3,1
February 17 Martyrs Brigade,2014,2014,10,10,17,17,1,4
Al-Sawaiq Brigade,2014,2014,10,10,21,21,1,1
Mawlawi and Mansour Group,2014,2014,10,10,24,24,1,1
Barqa Province of the Islamic State,2014,2018,1,12,2,31,161,417
Anarchist Anti-Capitalist Action Group,2014,2014,11,11,6,6,1,0
Kharkiv Partisans,2014,2015,1,11,8,24,5,4
Youth of the Land of Egypt,2014,2014,11,11,12,12,1,4
Tripoli Province of the Islamic State,2014,2018,1,12,1,31,289,552
Proletarian Assault Group,2014,2014,11,11,14,14,1,0
Hafiz Gul Bahadur Group,2014,2014,11,11,15,15,1,4
Free Balochistan Army (FBA),2014,2014,11,11,21,21,1,0
Supporters of the Islamic State in the Land of the Two Holy Mosques,2014,2014,11,11,22,22,1,0
United Aryan Empire,2014,2014,11,11,23,23,1,0
Yekbun,2014,2014,11,11,26,26,1,0
Lehava,2014,2014,11,11,30,30,1,0
Khorasan Chapter of the Islamic State,2014,2018,1,12,1,31,468,3227
Ta'ang National Liberation Army (TNLA),2014,2018,1,12,6,25,24,48
Anarchist Attack Consortium,2014,2014,12,12,10,10,1,0
Jund Ansar Allah,2014,2014,12,12,12,12,1,0
Free Network South (Freies Netz Sued),2014,2014,12,12,12,12,1,0
Arab Movement of Azawad (MAA),2014,2015,1,12,7,31,7,6
Shura Council of Mujahideen in Derna,2014,2018,1,12,1,30,19,63
Shamiya Front,2014,2016,7,12,2,30,8,20
Fezzan Province of the Islamic State,2015,2018,1,12,2,31,14,51
Popular Resistance Movement (Egypt),2015,2015,1,6,2,29,14,4
Revenge Movement,2015,2015,1,1,11,11,1,0
Marwan Al-Qawasimi and Amir Abu-Ayshah Group,2015,2015,1,1,14,14,1,0
Anarchist Commando Nestor Makhno Group,2015,2015,1,1,19,19,1,0
Revolutionary Movement for National Salvation (REMNASA),2015,2015,1,4,7,27,2,6
Self-Defense Group of Imghad Tuaregs and Allies (GATIA),2015,2018,1,5,19,28,4,38
Revolutionary Punishment Movement,2015,2015,1,10,2,29,11,6
Barak Valley Tiger Force (BVTF),2015,2015,2,2,1,1,1,0
Bru Democratic Front of Mizoram (BDFM),2015,2015,2,2,2,2,1,0
Murle Tribe,2015,2017,1,12,2,28,24,368
Algeria Province of the Islamic State,2015,2017,2,12,2,31,10,8
Maoist Communist Party (MKP),2015,2015,2,2,10,10,1,0
Al-Saadawi Militia,2015,2015,2,2,14,14,1,0
Al-Sham Legion,2015,2016,2,9,6,22,4,1
Ansar al-Din Front,2015,2015,2,4,18,23,2,206
Ahle Sunnat Wal Jamaat (ASWJ-Pakistan),2015,2018,1,11,2,31,4,4
Gathering to Aid the Oppressed,2015,2015,2,2,21,21,1,3
Kouweikhat Group,2015,2015,3,3,2,2,1,1
A'chik Matgrik Elite Force (AMEF),2015,2016,2,8,2,18,5,0
Patriotic Europeans against the Islamization of the West (PEGIDA),2015,2016,3,9,2,26,3,0
Supporters of Abd Rabbuh Mansur Hadi,2015,2016,3,11,1,26,13,76
Hindu Illaignar Sena,2015,2016,1,3,12,14,2,0
Jund al-Khilafah (Tunisia),2015,2018,3,11,2,30,16,100
Sanaa Province of the Islamic State,2015,2016,3,11,2,29,30,304
Lahij Province of the Islamic State,2015,2016,1,3,20,30,3,23
Jaysh al-Islam (Syria),2015,2018,2,12,1,27,33,305
West Indonesia Mujahideen,2015,2015,3,3,23,23,1,2
Nihilistic Patrol and Neighborhood Arsonists,2015,2015,3,3,23,23,1,0
People's Defense Unit (Turkey),2015,2015,3,3,25,25,1,1
Jamaah Ansharut Daulah,2015,2018,1,11,8,30,22,59
Jharkhand Sangharsh Jan Mukti Morcha,2015,2017,1,4,3,10,2,0
Urhobo Gbagbako,2015,2015,4,7,3,23,2,0
Popular Resistance Committees (Yemen),2015,2016,4,12,3,30,22,102
Shabwah Province of the Islamic State,2015,2015,4,4,14,14,1,14
Ukrainian Insurgent Army,2015,2015,4,4,15,16,2,2
Dravidar Viduthalai Kazhagam (DVK),2015,2015,4,4,20,20,3,0
Communist Party of Nepal - Maoist (CPN-Maoist-Chand),2015,2018,2,12,2,29,141,3
Macina Liberation Front (FLM),2015,2016,1,12,3,30,12,24
Coordination of Azawad Movements (CMA),2015,2017,1,5,2,30,11,32
Nyatura Militia,2015,2018,3,12,5,29,21,33
Hadramawt Province of the Islamic State,2015,2016,4,12,2,30,16,133
Abdul Ghani Kikli Militia,2015,2015,4,4,20,20,1,1
United National Liberation Front of WESEA (UNLFW),2015,2015,5,5,3,3,1,9
Supporters of the Islamic State in Jerusalem,2015,2015,5,7,4,21,9,0
Najd Province of the Islamic State,2015,2018,2,9,2,29,10,64
Lashkar-e-Islam (India),2015,2015,5,7,1,31,13,4
Lama Group,2015,2015,5,5,28,28,1,0
Medfaiyah Wal-Sewarigh Brigade,2015,2015,6,6,12,12,1,0
Revolutionary Cells Network (SRN),2015,2015,6,7,1,23,3,0
The Revolt,2015,2015,6,7,18,31,3,3
Odessa Underground,2015,2015,7,9,2,27,2,0
Ansar al-Sharia Operations Room (Syria),2015,2015,7,7,2,2,7,4
Jaish al-Fatah (Syria),2015,2016,5,11,3,24,13,47
Islamic State in Egypt,2015,2018,1,12,2,30,23,150
National Liberation Front (Ecuador),2015,2015,7,7,13,13,1,0
The Third Way (Der III. Weg),2015,2015,7,7,15,15,1,0
Aleppo Fatah Operations Room,2015,2016,7,7,11,21,8,15
Puratchi Puligal,2015,2015,7,7,22,22,1,0
Freital Group,2015,2015,7,11,1,27,3,0
Saraya Waad Allah,2015,2017,7,10,2,28,3,3
Hijaz Province of the Islamic State,2015,2016,7,11,4,26,6,25
Free and Democratic Society of Eastern Kurdistan (KODAR),2015,2015,8,8,7,7,1,20
Adan-Abyan Province of the Islamic State,2015,2018,1,12,4,31,50,469
Arakan Army (AA),2015,2018,1,12,6,30,13,7
Magahat Militia,2015,2015,8,9,1,31,2,3
Sheikh Omar Hadid Brigade,2015,2015,9,9,1,29,4,0
Baloch Young Tigers (BYT),2015,2015,9,11,2,19,3,29
Death Squad (Iraq),2015,2015,9,9,2,2,1,0
Al-Haydariyah Battalion,2015,2015,9,9,10,10,1,0
Hindu Morcha Nepal,2015,2015,9,9,14,15,4,0
Rubicon (Rouvikonas),2015,2018,1,12,11,30,10,0
Bangladesh Tiger Force,2015,2015,9,9,24,24,1,2
Islamic State in Bangladesh,2015,2017,1,12,1,30,35,66
United Garo Security Force (UGSF),2015,2015,9,9,29,29,1,0
Shura Council of Ajdabiya Revolutionaries,2015,2015,10,11,2,20,3,4
Sunni Resistance Committees in Lebanon (SRCL),2015,2015,10,10,5,5,1,0
Awdal Regional Administration Army (ARAA),2015,2015,10,10,6,6,1,2
Al-Furqan (Tunisia),2015,2015,10,10,8,8,1,0
Tepi Youth,2015,2015,10,10,10,28,2,23
Jai Shri Ram Hindu Bhai Group,2015,2015,10,10,12,12,1,0
Free Libya Martyrs Brigade,2015,2015,10,10,13,23,3,13
Aceh Singkil Islamic Care Youth Students Association (PPI),2015,2015,10,10,13,13,3,1
Bahrain Province of the Islamic State,2015,2016,4,10,16,28,2,6
Maute Group,2015,2018,1,12,1,31,31,45
Arakan Liberation Party (ALP),2015,2015,10,10,18,18,1,1
Majlis-e-Askari,2015,2015,10,10,27,27,1,7
Pagan Sect of the Mountain,2015,2015,10,10,31,31,9,0
United Tribal Liberation Army (UTLA),2015,2017,7,11,4,10,2,1
Anti-Sikh extremists,2015,2015,11,11,6,6,1,0
Baba Ladla Gang,2015,2018,5,11,9,13,3,0
Abu Salim Martyr's Brigade,2015,2015,11,11,17,17,1,0
United Democratic Madhesi Front (UDMF),2015,2017,1,11,7,27,15,2
United Gorkha People's Organization (UGPO),2015,2015,11,11,20,20,1,0
Ansar Al-Khilafa (Philippines),2015,2016,6,12,20,28,3,9
Revolutionaries Army (Jaysh al-Thowwar),2015,2015,11,11,28,28,1,20
Berom Militants,2015,2018,6,12,2,25,7,15
Ansar al-Imam Musa al-Sadr,2015,2015,12,12,11,11,1,0
Islamic Movement (Nigeria),2015,2015,12,12,12,12,1,7
Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),2015,2017,3,12,2,21,8,26
Kata'ib al-Imam Ali,2015,2015,12,12,16,16,1,0
Anarchist Cell Acca (C.A.A.),2015,2015,12,12,18,18,1,0
Raia Mutomboki Militia,2015,2018,1,12,1,31,11,25
Ramiro Ledesma Social Centre,2015,2016,3,12,23,24,2,0
Lekagak Tenggamati,2015,2016,1,12,26,27,2,9
Caucasus Province of the Islamic State,2015,2018,1,12,1,30,25,63
Citizens for Constitutional Freedom,2016,2016,1,1,2,2,1,0
Harakat al-Nujaba,2016,2016,1,1,3,3,1,0
Achik Matgrik Army (AMA),2016,2016,1,1,9,9,1,0
Democratic Youth Federation of India (DYFI),2016,2016,1,1,16,16,2,0
Weichan Auka Mapu,2016,2018,1,8,1,28,13,0
United Reformation Protest of India,2016,2016,1,1,31,31,1,0
Moran Tiger Force (MTF),2016,2016,2,2,3,3,2,0
Janatantrik Tiger Janashakti Party,2016,2016,2,2,5,5,1,1
Union of Patriots for the Defense of Innocents (UPDI),2016,2016,2,2,6,6,2,21
Antagonistic Nuclei of the New Urban Guerrilla,2016,2016,2,2,11,11,1,0
Niger Delta Avengers (NDA),2016,2017,2,11,1,29,50,6
Youth Movement for the Total Liberation of Azawad,2016,2016,2,2,19,19,1,2
Kuki Independent Organization (KIO/KIA),2016,2016,2,2,29,29,1,0
Wampis extremists,2016,2018,3,11,6,27,3,0
Tawheed Militia,2016,2016,3,3,16,16,2,0
Republican Forces of Burundi (FOREBU),2016,2018,3,7,7,22,2,11
Civil Protection Units (YPS),2016,2016,3,5,19,22,2,5
Mai Mai Karakara Militia,2016,2018,3,4,23,27,2,3
Court Reform extremists,2016,2016,3,3,30,30,1,0
Tripoli Revolutionaries Battalion,2016,2016,4,8,3,25,6,2
Base Movement,2016,2016,4,11,1,15,5,0
Jaish al-Umar (JaU),2016,2016,4,4,9,9,1,1
Jundul Khilafah (Philippines),2016,2016,4,5,9,9,2,22
Syrian Turkmen Brigades,2016,2016,4,4,12,12,1,1
Gunib Group,2016,2016,4,4,14,14,1,1
Tripura Group,2016,2016,4,4,16,16,1,3
South Group (Russia),2016,2016,4,4,21,21,1,0
Jabha East Africa,2016,2018,1,12,1,29,48,82
Tribal Revolutionary Army (TRA),2016,2016,4,4,26,26,1,0
Kani Brigade,2016,2017,4,10,17,30,4,6
Nur-al-Din al-Zinki Movement,2016,2016,5,11,2,29,7,66
Kizilyurtovskiy Group,2016,2016,5,5,3,3,1,3
National Socialist Council of Nagaland-Unification (NSCN-U),2016,2018,5,11,5,17,2,1
Revolutionary Communist Centre (RCC),2016,2016,5,5,10,10,1,0
Rohingya extremists,2016,2018,1,12,4,30,23,26
Abu Amarah Battalion,2016,2018,1,8,4,19,5,12
Red Egbesu Water Lions,2016,2016,5,5,17,17,1,0
Tiwa Liberation Army,2016,2016,5,5,17,17,1,0
South East Antrim Brigade,2016,2018,3,11,1,29,4,1
Concerned Militant Leaders (CML),2016,2016,5,7,20,30,3,11
Kazakhstan Liberation Army,2016,2016,6,6,5,5,3,10
Suqour al-Ahvaz,2016,2016,6,7,8,18,3,0
Ansar al-Furqan,2016,2018,6,12,6,13,2,9
Jaish al-Sunnah,2016,2016,6,6,14,14,2,86
Islamic Movement for the Liberation of Raja,2016,2016,6,6,15,25,2,84
Benghazi Defense Brigades (BDB),2016,2018,3,12,3,26,10,43
Anti-Trump extremists,2016,2017,6,9,6,18,2,0
National Revolutionary Front of Manipur (NRFM),2016,2016,6,6,21,21,1,0
Shamil Group,2016,2016,6,6,22,22,1,0
Les Casseurs,2016,2016,6,6,23,23,1,0
Red Scorpion,2016,2016,6,6,23,23,1,0
Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,2016,2016,7,10,1,5,2,0
Black Hebrew Israelites,2016,2016,7,7,4,6,3,0
Peace at Home Council,2016,2016,7,7,15,16,20,77
Mai Mai Manu Militia,2016,2016,7,7,16,16,1,0
Hasam Movement,2016,2018,1,12,1,30,18,29
Sasna Tsrer,2016,2016,7,7,17,17,1,6
Mai Mai Mazembe Militia,2016,2018,2,12,3,27,12,110
Al-Nasir Army (Syria),2016,2016,7,10,11,27,3,0
Fetullah Terrorist Organization,2016,2016,7,7,19,19,1,2
Jaish al-Mujahideen (Syria),2016,2016,7,8,6,20,2,7
Ahmad Luebaesa Group,2016,2016,7,7,25,25,1,1
League of Damascus for Special Tasks,2016,2016,7,7,25,25,1,0
Opponents of disabled people,2016,2016,7,7,26,26,1,19
Movimiento Revolucionario Alfarista (MRA) - Comuneros Montanas del Ecuador,2016,2016,7,7,29,29,1,0
New Indigenous People's Army,2016,2016,7,7,30,30,1,1
Peoples' United Revolutionary Movement (HBDH),2016,2016,8,8,1,1,1,1
Niger Delta Justice Defense Group (NDJDG),2016,2016,8,8,4,4,1,0
Kuki Unification Frontal Organization (KUFO),2016,2016,8,8,4,4,1,1
Vetevendosje,2016,2016,8,8,4,4,1,0
Dashmesh Regiment,2016,2016,8,8,6,6,1,1
All Assam Revolutionary Army (AARA),2016,2016,8,8,7,7,1,0
Unrepentant Anarchists,2016,2016,8,8,8,8,1,0
Niger Delta Greenland Justice Mandate (NDGJM),2016,2016,8,11,10,30,11,0
Nuer White Army,2016,2017,8,11,20,30,2,24
Revolution's Brigade,2016,2017,4,10,1,22,3,6
Rugovasit Group,2016,2016,8,8,22,28,2,0
"Lone Wolves of Radical, Autonomous, Militant National Socialism",2016,2016,8,8,24,24,1,0
Chama Pueblo en Rebelion,2016,2016,8,8,30,30,1,0
Jund al-Aqsa,2016,2016,8,9,15,31,4,21
Islamic State in the Greater Sahara (ISGS),2016,2018,1,12,1,30,32,210
The 78 Unemployed,2016,2016,9,9,4,4,1,0
Authenticity and Development Front,2016,2016,9,9,6,6,1,0
Thanthai Periyar Dravidar Kazhagam (TPDK),2016,2016,9,9,12,12,1,0
Kamwina Nsapu Militia,2016,2018,1,12,1,31,20,220
"Return, Reclamation, Rehabilitation (3R)",2016,2017,2,9,2,15,2,20
Martyr al-Nimr Battalion,2016,2016,10,10,2,2,1,0
Tehrik-e-Hurriyat (TeH),2016,2016,10,10,8,8,1,0
Al-Yakin Mujahidin,2016,2017,6,10,9,14,5,19
Agwelek Forces,2016,2016,10,10,14,14,1,56
Alde Hemendik Movement,2016,2016,10,10,15,15,1,0
Abbala extremists,2016,2017,7,10,18,26,3,9
No Borders Group,2016,2016,10,10,25,25,1,0
Popular Mobilization Forces (Iraq),2016,2016,10,10,26,27,3,0
Union for Peace in Central Africa (UPC),2016,2018,3,10,2,27,15,237
Ajnad al-Sham,2016,2016,10,10,28,28,1,2
Bahoz,2016,2016,11,11,4,4,1,0
Nordic Resistance Movement,2016,2017,1,11,5,25,3,0
Al Bayda Province of the Islamic State,2016,2017,2,11,14,15,2,5
Popular Front for the Renaissance of the Central African Republic (FPRC),2016,2018,2,12,1,31,10,167
Shuar extremists,2016,2017,1,12,14,21,3,1
Ma'sadat al-Mujahideen,2016,2016,11,11,22,22,2,0
Khaled Ibn al-Walid Army,2016,2018,2,11,10,27,4,44
Anti-Park extremists,2016,2016,12,12,1,1,1,0
Jharkhand Kranti Raksha Dal (Utari Chotanagpur),2016,2016,12,12,2,2,1,0
Conspiracy theory extremists,2016,2018,6,12,4,15,2,0
Ansar al-Islam (Burkina Faso),2016,2018,1,12,1,29,27,44
The Independent Military Wing of the Syrian Revolution Abroad,2016,2016,12,12,19,19,1,2
Haji Fateh,2016,2016,12,12,19,19,1,0
Al-Fateh Al-Jadid,2016,2016,12,12,23,23,1,0
Arab-Israeli extremists,2017,2018,1,8,3,17,6,7
Groups of Martyr Baha Eleyan,2017,2017,1,1,8,8,1,5
Al-Zawiya Syndicates Council,2017,2017,1,1,8,8,1,0
Misanthropic Division,2017,2017,1,1,10,10,1,0
Fajr al-Umma Brigade,2017,2017,1,1,17,17,1,9
People's Revolutionary Movement (MRP),2017,2017,1,6,17,18,2,3
Anti-LGBT extremists,2017,2018,1,10,7,28,5,0
Abu Abbas Brigade,2017,2018,1,9,1,24,2,2
Twa Militia,2017,2018,1,8,4,29,6,63
Hay'at Tahrir al-Sham,2017,2018,2,12,1,28,46,345
Revolutionary Armed Forces of Colombia (FARC) dissidents,2017,2018,1,12,1,30,67,54
Thadou People's Liberation Army (TPLA),2017,2017,2,2,10,10,1,0
Quit Kashmir Movement (QKM),2017,2017,2,2,17,17,1,0
Cells of Direct Attack - Living Waste Group,2017,2017,2,2,27,27,1,0
Conspiracy of Vengeful Arsonists,2017,2017,2,2,28,28,1,0
United Achik National Front (UANF),2017,2017,3,3,1,1,1,0
Benishangul Gumuz People's Liberation Movement,2017,2017,3,3,1,1,1,13
Jamaat Nusrat al-Islam wal Muslimin (JNIM),2017,2018,1,12,1,31,91,306
Council for Justice in Azawad,2017,2017,3,3,6,6,1,0
Nikhil Bharat Bangali Udbastu Samannay Samiti (NBBUSS),2017,2017,3,3,6,6,1,0
Naga extremists,2017,2018,3,7,7,24,4,1
Anti-Arab extremists,2017,2017,3,3,10,10,1,0
Rajput extremists,2017,2018,1,3,15,28,2,0
Fire and Flame for the Police (FFdP),2017,2017,3,3,17,17,2,0
Misurata Rebels,2017,2017,3,3,18,18,1,0
Zagros Eagles,2017,2018,3,8,16,19,2,2
Wild Individualities,2017,2017,3,7,8,30,6,0
Good Vision Party (India),2017,2017,3,3,27,27,1,0
Nazhdak Radical Public Organization,2017,2017,3,3,29,29,1,0
Imam Shamil Battalion,2017,2017,4,4,3,3,2,16
Bilal Badr Group,2017,2018,2,8,7,17,3,8
Provisional National Government of Vietnam,2017,2017,4,4,8,22,2,0
Nalut Group,2017,2017,4,4,9,9,1,0
Fight Xenophobia,2017,2017,4,4,13,13,1,0
South Sudanese extremists,2017,2017,4,4,18,18,1,0
Patria Grande Ejercito del Pueblo,2017,2017,4,4,25,25,1,1
National Council for Revival and Democracy (CNRD),2017,2017,4,4,27,27,2,26
Jordanian extremists,2017,2017,5,5,13,13,1,1
National Socialist Council of Nagaland-Reformation (NSCN-R),2017,2017,5,12,3,15,2,1
Niger Delta Forest Army (NDFA),2017,2017,5,5,25,25,1,0
Irrintzi,2017,2017,5,5,30,30,1,0
Niger Delta extremists,2017,2017,5,9,22,30,3,5
Birsa Commando Force (BCF),2017,2017,6,6,2,2,1,0
Mai Mai Charles Militia,2017,2017,6,6,5,5,1,0
Union of Peoples and Organizations of the State of Guerrero (UPOEG),2017,2017,6,6,10,10,1,7
Gorkha Janmukti Morcha (GJM),2017,2017,6,9,1,30,67,0
Anti-Republican extremists,2017,2018,6,9,6,14,2,1
Shutdown G20: Take Hamburg offline!,2017,2017,6,6,19,19,10,0
National Movement of Revolutionaries (MNR),2017,2017,6,6,22,24,6,22
Ansar al-Sharia (Pakistan),2017,2017,6,9,2,28,6,15
Liberal Democratic Council for Missing Land,2017,2017,6,6,24,24,1,1
Equilibrio Nacional,2017,2017,6,6,27,27,1,0
Hizballah-Iraq,2017,2017,6,6,29,29,1,0
United Party for National Development (UPND),2017,2017,7,7,4,4,1,0
Justicieros de la Frontera,2017,2017,7,7,11,11,1,0
Nawasi Brigade,2017,2018,7,7,21,23,2,0
Informal Feminist Commando for Anti-authoritarian Action,2017,2017,7,7,25,25,1,0
Residents and regulars of Exarchia,2017,2017,7,7,29,29,1,0
Arakan Rohingya Salvation Army (ARSA),2017,2018,1,10,3,26,49,146
White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia,2017,2017,8,11,5,7,2,0
Pragatishil Tarai Mukti Morcha,2017,2017,8,8,6,6,1,0
Gorkha Liberation Army (GLA),2017,2017,8,9,5,29,9,1
Apella,2017,2017,8,8,29,29,1,0
Mai Mai Yakutumba Militia,2017,2018,1,9,3,28,5,2
Ambazonia Defense Forces (ADF),2017,2018,1,12,1,30,25,21
Indigenous People of Biafra (IPOB),2017,2018,4,9,10,29,5,5
Christian State-Holy Rus,2017,2017,9,9,11,11,1,0
The Defense Command of the French People and the Motherland (CDPPF),2017,2017,9,9,13,26,6,0
Ahneish Militia,2017,2017,9,11,18,24,3,0
Anarchist Revolt Against Exiled Gendarmes,2017,2017,9,9,19,19,1,0
Indigenous People's Front of Tripura (IPFT),2017,2017,9,9,20,20,1,1
Torpedy Group,2017,2017,9,10,6,21,2,0
Liberation Front for English-speaking Cameroon,2017,2017,9,9,21,21,1,0
The Nocturnals,2017,2017,9,9,21,21,1,0
Sinhale Jathika Balamuluwa,2017,2017,9,9,26,26,1,0
Anas al-Dabbashi Brigade,2017,2018,10,11,1,10,4,6
Ansar al-Sunna (Mozambique),2017,2018,1,12,3,30,41,118
Pro-Government extremists,2017,2017,10,11,15,29,5,4
Anarchist Collective of Kallithea-Moschato,2017,2017,10,10,17,17,1,0
Ansar al-Islam (Egypt),2017,2017,10,10,21,21,1,16
Feminist extremists,2017,2017,10,10,26,26,1,0
Syrian Democratic Forces (SDF),2017,2018,2,10,7,29,7,27
Movement for the Restoration of the Independence of Southern Cameroons,2017,2017,10,10,29,29,2,0
Arm na Poblachta' (Army of the Republic),2017,2018,2,11,1,13,2,1
Crypteia,2017,2018,3,12,3,31,4,0
Hafeez Brohi Group,2017,2017,11,11,10,10,1,3
Bachama extremists,2017,2017,11,11,20,20,4,30
Bedouin Israeli extremists,2017,2017,11,11,30,30,1,1
Ansar Ghazwat-ul-Hind,2017,2018,2,12,4,15,4,4
The Owners of the White Flags,2017,2018,1,12,8,12,2,2
High Council for the Unity of Azawad (HCUA),2017,2018,3,12,1,15,5,3
Fatoni Warriors,2017,2017,12,12,17,17,1,0
Minorities of Metropolitan Attacks,2017,2017,12,12,20,21,2,0
Baloch Republican Party,2017,2017,12,12,21,21,2,7
Room of the Neighbourhoods Youths,2018,2018,1,1,3,3,1,1
Popular Front of India (PFI),2018,2018,1,1,3,3,1,1
Free Alawite Movement,2018,2018,1,1,6,6,2,0
Bab Tajura Brigade,2018,2018,1,9,5,11,2,0
Bashir al-Baqarah militia,2018,2018,1,4,15,18,5,20
Jabal al-Islam Brigade,2018,2018,1,1,23,23,1,13
Southern Resistance Forces (SRF),2018,2018,1,8,18,30,2,1
Women's Protection Units (YPJ),2018,2018,1,1,30,30,1,2
Ambazonia Tigers,2018,2018,2,9,1,26,3,3
Falanga,2018,2018,2,2,4,4,1,0
Pumba and Tata Cartel,2018,2018,2,2,21,21,1,0
Armed Revolutionary Forces,2018,2018,2,2,26,26,1,0
Irigwe Militia,2018,2018,3,3,5,5,1,1
Anti-Fascist Activists,2018,2018,3,12,7,10,2,0
Male supremacists,2018,2018,3,7,7,16,3,0
Action Cell Haukur Hilmarsson,2018,2018,3,3,12,12,1,0
Hizb-ul-Ahrar (HuA),2018,2018,3,12,1,29,31,44
Dravidar Kazhagam,2018,2018,3,3,21,21,1,0
Vulkangruppe NetzHerrschaft zerreissen,2018,2018,3,3,26,26,1,0
Bastards & Blasphems,2018,2018,4,4,1,1,1,0
S14,2018,2018,4,4,21,21,1,0
Siriri,2018,2018,4,11,3,22,3,6
Sons of Zouari,2018,2018,4,4,23,23,1,0
Tehreek-e-Labbaik Pakistan (TLP),2018,2018,5,5,6,6,1,0
Resistance to the Rule of Law in Burundi (Red-Tabara),2018,2018,5,5,11,11,1,26
Negara Islam Indonesia (NII),2018,2018,5,5,16,16,1,5
Saraya al-Jihad Fi Bilad al-Sham,2018,2018,5,5,18,18,1,11
Derna Protection Force (DPF),2018,2018,5,6,1,30,3,15
Mullah Nazir Group,2018,2018,6,6,3,3,1,2
Natsionalnyi Druzhiny,2018,2018,6,6,7,7,1,0
Militarized Communist Party of Peru (MPCP),2018,2018,6,6,11,11,1,0
Trieu Dai Viet,2018,2018,6,6,20,20,1,0
Sober and Evil Youth,2018,2018,6,6,23,23,1,1
Dogon extremists,2018,2018,6,6,23,23,2,36
Pathalgadi Movement,2018,2018,6,6,26,26,1,0
Afrin Falcons,2018,2018,6,6,27,27,3,11
Mai Mai Malaika Militia,2018,2018,6,8,9,15,2,2
Nyandan militia,2018,2018,7,7,4,4,4,14
Catholic extremists,2018,2018,7,7,9,9,1,0
Ambazonia Restoration Forces (ARF),2018,2018,7,7,9,9,4,12
Social Patriot Movement,2018,2018,7,7,25,25,1,0
Revenge of the Martyrs (Tha'ir al-Shuhada),2018,2018,7,7,30,30,1,0
Juwa Party,2018,2018,7,7,30,30,1,0
National Movement of Soldiers in Shirts,2018,2018,8,8,4,4,2,0
Dozo militia,2018,2018,8,8,7,7,2,14
Military Command Council for the Salvation of the Republic (CCSMR),2018,2018,8,8,11,11,2,3
Cellula Haris Hatzimihelakis/Internazionale nera,2018,2018,8,8,16,16,1,0
Peaceful Resistance Group of Mataquescuintla,2018,2018,8,8,21,24,2,0
Democratic Progressive Party (Malawi),2018,2018,8,8,30,30,2,0
National Liberation Front (NLF-Syria),2018,2018,8,9,5,31,4,0
Omar Abdel Rahman Brigade,2018,2018,9,9,4,4,1,0
Ansar al-Tawhid,2018,2018,9,9,7,7,1,9
SERB Group (Russian Liberation Movement),2018,2018,9,9,8,8,1,0
Movement of the youth in Tripoli,2018,2018,9,10,2,11,4,0
Revolution Chemnitz,2018,2018,9,9,14,14,1,0
East Asia Division of the Islamic State,2018,2018,9,9,16,16,1,0
Arab Liberation of Al-Ahvaz,2018,2018,9,9,22,22,1,30
Movement for the Salvation of Azawad (MSA),2018,2018,9,9,28,28,1,22
Savane Pistache gang,2018,2018,10,12,1,25,3,0
Pro-Trump extremists,2018,2018,10,11,1,29,16,0
Chavistas,2018,2018,10,10,24,24,1,0
Bassa Kwomu extremists,2018,2018,11,11,12,12,1,2
